title,company,location,source,url,salary,scraped_at,job_id
(Junior) Data Scientist (all genders),DYMATRIX,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-data-scientist-all-genders-at-dymatrix-4279883821?position=1&pageNum=0&refId=4CVt4ce2w1Vn5juE7foi0Q%3D%3D&trackingId=baEW2RiDNbclirZoctKa%2Fg%3D%3D,Not specified,2025-08-08 15:13:54.120003,https://de.linkedin.com/jobs/view/junior-data-scientist-all-genders-at-dymatrix-4279883821?position=1&pagenum=0&refid=4cvt4ce2w1vn5jue7foi0q%3d%3d&trackingid=baew2ridnbclirzoctka%2fg%3d%3d
Senior Machine Learning Engineer,Enigma,"Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-machine-learning-engineer-at-enigma-4281588443?position=2&pageNum=0&refId=4CVt4ce2w1Vn5juE7foi0Q%3D%3D&trackingId=MMGKqmUZdBW9a%2BHxMvRW4Q%3D%3D,Not specified,2025-08-08 15:13:54.120121,https://de.linkedin.com/jobs/view/senior-machine-learning-engineer-at-enigma-4281588443?position=2&pagenum=0&refid=4cvt4ce2w1vn5jue7foi0q%3d%3d&trackingid=mmgkqmuzdbw9a%2bhxmvrw4q%3d%3d
Junior Consultant Customer Analytics (all genders),DYMATRIX,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-consultant-customer-analytics-all-genders-at-dymatrix-4279882942?position=3&pageNum=0&refId=4CVt4ce2w1Vn5juE7foi0Q%3D%3D&trackingId=T7CYZI2kHHLM%2B%2FgtemNNeA%3D%3D,Not specified,2025-08-08 15:13:54.120183,https://de.linkedin.com/jobs/view/junior-consultant-customer-analytics-all-genders-at-dymatrix-4279882942?position=3&pagenum=0&refid=4cvt4ce2w1vn5jue7foi0q%3d%3d&trackingid=t7cyzi2khhlm%2b%2fgtemnnea%3d%3d
Senior data & analytics Consultant (m/w/d) - bundesweit,HSO,"Böblingen, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-data-analytics-consultant-m-w-d-bundesweit-at-hso-4281387797?position=4&pageNum=0&refId=4CVt4ce2w1Vn5juE7foi0Q%3D%3D&trackingId=nRqkzcH%2Fze8PBqZjmxNmUA%3D%3D,Not specified,2025-08-08 15:13:54.120240,https://de.linkedin.com/jobs/view/senior-data-analytics-consultant-m-w-d-bundesweit-at-hso-4281387797?position=4&pagenum=0&refid=4cvt4ce2w1vn5jue7foi0q%3d%3d&trackingid=nrqkzch%2fze8pbqzjmxnmua%3d%3d
Photonics Yield Enhancement Engineer (m/w/d),GULP – experts united,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/photonics-yield-enhancement-engineer-m-w-d-at-gulp-%E2%80%93-experts-united-4281621554?position=8&pageNum=0&refId=4CVt4ce2w1Vn5juE7foi0Q%3D%3D&trackingId=zVSrFk1MApGmgXK0F6Y6nQ%3D%3D,Not specified,2025-08-08 15:13:54.120458,https://de.linkedin.com/jobs/view/photonics-yield-enhancement-engineer-m-w-d-at-gulp-%e2%80%93-experts-united-4281621554?position=8&pagenum=0&refid=4cvt4ce2w1vn5jue7foi0q%3d%3d&trackingid=zvsrfk1mapgmgxk0f6y6nq%3d%3d
Pharmaberater m/w/d  Impfstoffe,IQVIA,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/pharmaberater-m-w-d-impfstoffe-at-iqvia-4281673233?position=10&pageNum=0&refId=4CVt4ce2w1Vn5juE7foi0Q%3D%3D&trackingId=eDANgNEMSFIBk1Pdeta5Jw%3D%3D,Not specified,2025-08-08 15:13:54.120564,https://de.linkedin.com/jobs/view/pharmaberater-m-w-d-impfstoffe-at-iqvia-4281673233?position=10&pagenum=0&refid=4cvt4ce2w1vn5jue7foi0q%3d%3d&trackingid=edangnemsfibk1pdeta5jw%3d%3d
Sports Data Consultant (all genders),adesso SE,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/sports-data-consultant-all-genders-at-adesso-se-4151471750?position=11&pageNum=0&refId=4CVt4ce2w1Vn5juE7foi0Q%3D%3D&trackingId=W45l7ifDkgb8WLRuhcMlBQ%3D%3D,Not specified,2025-08-08 15:13:54.120617,https://de.linkedin.com/jobs/view/sports-data-consultant-all-genders-at-adesso-se-4151471750?position=11&pagenum=0&refid=4cvt4ce2w1vn5jue7foi0q%3d%3d&trackingid=w45l7ifdkgb8wlruhcmlbq%3d%3d
Senior Consultant Microsoft OpenAI (all genders),adesso SE,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-consultant-microsoft-openai-all-genders-at-adesso-se-3736253841?position=14&pageNum=0&refId=4CVt4ce2w1Vn5juE7foi0Q%3D%3D&trackingId=H7JbIY5ZDCSraGVWylLowg%3D%3D,Not specified,2025-08-08 15:13:54.120779,https://de.linkedin.com/jobs/view/senior-consultant-microsoft-openai-all-genders-at-adesso-se-3736253841?position=14&pagenum=0&refid=4cvt4ce2w1vn5jue7foi0q%3d%3d&trackingid=h7jbiy5zdcsragvwyllowg%3d%3d
Data Scientist,7Learnings,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-at-7learnings-4279871935?position=1&pageNum=0&refId=dYaG%2BJMhC0i6Dm%2BiqXCC9g%3D%3D&trackingId=0wTb6o39QoOAAP7ODIL4rw%3D%3D,Not specified,2025-08-08 15:13:57.101624,https://de.linkedin.com/jobs/view/data-scientist-at-7learnings-4279871935?position=1&pagenum=0&refid=dyag%2bjmhc0i6dm%2biqxcc9g%3d%3d&trackingid=0wtb6o39qooaap7odil4rw%3d%3d
Data Scientist FinTech (d/m/w) Berlin,The Formula Consulting,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-fintech-d-m-w-berlin-at-the-formula-consulting-4281394464?position=2&pageNum=0&refId=dYaG%2BJMhC0i6Dm%2BiqXCC9g%3D%3D&trackingId=H8ENq9eYKn7ciOgTeSxgvw%3D%3D,Not specified,2025-08-08 15:13:57.101682,https://de.linkedin.com/jobs/view/data-scientist-fintech-d-m-w-berlin-at-the-formula-consulting-4281394464?position=2&pagenum=0&refid=dyag%2bjmhc0i6dm%2biqxcc9g%3d%3d&trackingid=h8enq9eykn7ciogtesxgvw%3d%3d
