title,company,location,source,url,salary,scraped_at
Data Analyst (m/w/d),DR. EMI ARPA SKIN GmbH,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-dr-emi-arpa-skin-gmbh-4190802197?position=25&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=iV%2FFgkdKNe5JYqEjjW907A%3D%3D,Not specified,2025-08-07 16:19:48.104367
Business Analyst/Product Owner. Healthcare. Clinical data,Trinetix,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/business-analyst-product-owner-healthcare-clinical-data-at-trinetix-4269389783?position=26&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=OanGRRwANllOc1SZfG1Bgw%3D%3D,Not specified,2025-08-07 16:19:48.104410
Mapping City/Country Expert (GIS),TSMG Holding,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/mapping-city-country-expert-gis-at-tsmg-holding-3995532653?position=27&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=DkUUDUyazy85AX3FUi0%2FiQ%3D%3D,Not specified,2025-08-07 16:19:48.104452
Product Analyst - Consumer Product,Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-analyst-consumer-product-at-delivery-hero-4273569177?position=28&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=mPa4mj7QLh%2BmbiPKUDdDrw%3D%3D,Not specified,2025-08-07 16:19:48.104493
Data Analyst,THRYVE,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-at-thryve-4277690856?position=29&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=IuMuy6JfQq1QQKRMbMXcGg%3D%3D,Not specified,2025-08-07 16:19:48.104536
Programme Consultant,Gisma University of Applied Sciences,"Potsdam, Brandenburg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/programme-consultant-at-gisma-university-of-applied-sciences-4277539579?position=30&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=UquF8F1Us%2FqLkpO6GdAeNw%3D%3D,Not specified,2025-08-07 16:19:48.104578
Junior Data Engineer / Data Scientist (m/w/d),&effect data solutions GmbH,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-data-engineer-data-scientist-m-w-d-at-effect-data-solutions-gmbh-4252149629?position=31&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=07i306ttoC2aCu9biSRbSQ%3D%3D,Not specified,2025-08-07 16:19:48.104620
Marketing Data Analyst,Trust In SODA,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/marketing-data-analyst-at-trust-in-soda-4275926006?position=32&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=7GDkQE%2F5MKdnQTrcCpqLcQ%3D%3D,Not specified,2025-08-07 16:19:48.104662
Product Manager,Taktile,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-manager-at-taktile-4260078385?position=33&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=DbJHpHMW8eD1g9TuspMKtA%3D%3D,Not specified,2025-08-07 16:19:48.104704
(Senior) Data Scientist (m/f/d) - Energy Tech Start Up,Green Fusion,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-data-scientist-m-f-d-energy-tech-start-up-at-green-fusion-4278934687?position=34&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=MiDbeXT4m81ueJJgmow%2FDw%3D%3D,Not specified,2025-08-07 16:19:48.104746
"Director, Analytics",Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/director-analytics-at-delivery-hero-4277163469?position=35&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=ytnxeTpPptIiPBx6B1QR%2FA%3D%3D,Not specified,2025-08-07 16:19:48.104788
Don't see your dream role? Convince us to create it.,Knowunity,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/don-t-see-your-dream-role%3F-convince-us-to-create-it-at-knowunity-4247904216?position=36&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=40Ci1PKaAoP9YaWTCyDgSQ%3D%3D,Not specified,2025-08-07 16:19:48.104830
Product Analyst (Quick Commerce),Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-analyst-quick-commerce-at-delivery-hero-4281342702?position=37&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=ZoQx1f0FX2PZjUBgEmK9TA%3D%3D,Not specified,2025-08-07 16:19:48.104872
"Product Analyst - (Logistics Customer, Seamless)",Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-analyst-logistics-customer-seamless-at-delivery-hero-4268586275?position=38&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=p0dV0iQ%2B%2BVuV%2FxIvasAypA%3D%3D,Not specified,2025-08-07 16:19:48.104917
Data Analyst PLG (Remote Europe),n8n,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-plg-remote-europe-at-n8n-4269598826?position=39&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=MapmlmolE96G4ifyqK6Y7A%3D%3D,Not specified,2025-08-07 16:19:48.104958
Data Engineer & Scientist (f/d/m),CEEZER,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-engineer-scientist-f-d-m-at-ceezer-4257186978?position=40&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=pjzlGDb5OvdrWqCpfGliig%3D%3D,Not specified,2025-08-07 16:19:48.104999
"Full-Time/Part-Time Lecturer of Computer/Data Science (m, f, d)",GUS Germany GmbH,"Potsdam, Brandenburg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/full-time-part-time-lecturer-of-computer-data-science-m-f-d-at-gus-germany-gmbh-4276987292?position=41&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=B0oFV8x1%2Fg%2Bzk4Ku6n31Jw%3D%3D,Not specified,2025-08-07 16:19:48.105041
Werkstudent Data Analytics / Python (all genders),Forvis Mazars in Germany,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/werkstudent-data-analytics-python-all-genders-at-forvis-mazars-in-germany-4257890160?position=42&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=VuWTw%2FS4MwdUIDeU3aFMLA%3D%3D,Not specified,2025-08-07 16:19:48.105083
Product Analyst,THRYVE,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-analyst-at-thryve-4275331648?position=43&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=Gvr1G9KsIH96cUDuOn7dxw%3D%3D,Not specified,2025-08-07 16:19:48.105125
"Data Analyst, Client Experience",Agência Lynx,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-client-experience-at-ag%C3%AAncia-lynx-4266974430?position=44&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=Lm2D9z0xrfvg4Xn0NSwyLA%3D%3D,Not specified,2025-08-07 16:19:48.105167
Data Engineer (BI),Podimo,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-engineer-bi-at-podimo-4263399304?position=45&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=XgEuHtKYyMc7vJ75lGZjig%3D%3D,Not specified,2025-08-07 16:19:48.105208
Data Scientist (m/w/d),CKM Group,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-m-w-d-at-ckm-group-4279442749?position=46&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=YjBy%2FMAr8FDazmWBjcGymA%3D%3D,Not specified,2025-08-07 16:19:48.105251
Head of Data Science (m/f/d),stenon,"Potsdam, Brandenburg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/head-of-data-science-m-f-d-at-stenon-4278777294?position=47&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=0B81LD7EJe9bhmL2PwS1%2BA%3D%3D,Not specified,2025-08-07 16:19:48.105293
M&A Analyst (f/m/d),hallo theo,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/m-a-analyst-f-m-d-at-hallo-theo-4264414947?position=48&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=8d8mWdvhfTAduhY5%2BK7K9g%3D%3D,Not specified,2025-08-07 16:19:48.105336
Economist (m/f/d),E.CA Economics,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/economist-m-f-d-at-e-ca-economics-3965412043?position=49&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=HWHGv%2FBpNJ7Rt1lEp9QXdA%3D%3D,Not specified,2025-08-07 16:19:48.105378
(Junior) Data Analyst:in,Art-Invest Real Estate,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-data-analyst-in-at-art-invest-real-estate-4268982467?position=50&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=4PB65f%2F1myZwrSCGr%2BqRoA%3D%3D,Not specified,2025-08-07 16:19:48.105420
"Data Scientist - (Logistics Customer, Choice)",Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-logistics-customer-choice-at-delivery-hero-4278918679?position=51&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=F8eQj8O41PWuw7vJX7mwKg%3D%3D,Not specified,2025-08-07 16:19:48.105462
Data Engineer,Scavenger AI,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-engineer-at-scavenger-ai-4278918164?position=52&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=yQ1MrboZ6yX3RDQnph5ksw%3D%3D,Not specified,2025-08-07 16:19:48.105503
"Data Analyst, Client Onboarding",Agência Lynx,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-client-onboarding-at-ag%C3%AAncia-lynx-4266970709?position=53&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=8yAOEtvS47R%2FnJjETLMQkg%3D%3D,Not specified,2025-08-07 16:19:48.105545
Working Student Marketing (all genders) | ClimateTech,carbmee,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/working-student-marketing-all-genders-climatetech-at-carbmee-4201826247?position=54&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=uWJlZAvOpaluRRg%2FZOxJdQ%3D%3D,Not specified,2025-08-07 16:19:48.105587
"Head of Data Analytics (m/f/d) Berlin, Germany",EIDU,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/head-of-data-analytics-m-f-d-berlin-germany-at-eidu-4206038052?position=55&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=5aMntI7l1iIA6fHWaBMlVg%3D%3D,Not specified,2025-08-07 16:19:48.105628
Machine Learning Engineer,Reliant AI,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/machine-learning-engineer-at-reliant-ai-4270622926?position=56&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=WcGsZ3YqrGnnGGq7HwcJAQ%3D%3D,Not specified,2025-08-07 16:19:48.105670
Product Manager,Mondu,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-manager-at-mondu-4280907978?position=57&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=41erxb05CkWxz93EXfeoUg%3D%3D,Not specified,2025-08-07 16:19:48.105719
Founder's Associate Intern (Product Development) (m/w/d),charles,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/founder-s-associate-intern-product-development-m-w-d-at-charles-4258493035?position=58&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=9zgNNplzeeDGKUIvBc8mvg%3D%3D,Not specified,2025-08-07 16:19:48.105761
Founder's Associate,Buena,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/founder-s-associate-at-buena-4270717429?position=59&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=FcEDPYxrYobuqZNvgDalFw%3D%3D,Not specified,2025-08-07 16:19:48.105803
Intern | Business Intelligence & Data Engineering (f/m/d),trawa,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/intern-business-intelligence-data-engineering-f-m-d-at-trawa-4271474157?position=60&pageNum=0&refId=jMhw1pkHP2zu6ZUKcHCFjg%3D%3D&trackingId=F7EQ61f%2F%2F2wTPGqt6nZ2Fw%3D%3D,Not specified,2025-08-07 16:19:48.105844
