title,company,location,source,url,salary,scraped_at
"Freelance Part-Time Exam Proctor (m, f, d)",Gisma University of Applied Sciences,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/freelance-part-time-exam-proctor-m-f-d-at-gisma-university-of-applied-sciences-4264603710?position=1&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=EI28jGTsE8ZfzGlSyMq4og%3D%3D,Not specified,2025-08-07 16:03:47.686049
Spontaneous Application,Taktile,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/spontaneous-application-at-taktile-4122042147?position=2&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=4Jf1RAbGG2Qxn2uz7iGyVw%3D%3D,Not specified,2025-08-07 16:03:47.690021
Performance Analyst,Wolt,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/performance-analyst-at-wolt-4252359661?position=3&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=%2FuBIJQ2oo16gkbK0YkvDPg%3D%3D,Not specified,2025-08-07 16:03:47.690070
Sales Data Analyst (Part-Time),Lovehoney Group,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/sales-data-analyst-part-time-at-lovehoney-group-4259386830?position=4&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=LC7bCXjYCOWh6S%2BclCJTbw%3D%3D,Not specified,2025-08-07 16:03:47.690113
Talent wanted (all),mediaire,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/talent-wanted-all-at-mediaire-3953360339?position=5&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=CkS24afhMoDxDycfAqj%2BEg%3D%3D,Not specified,2025-08-07 16:03:47.690157
Data Scientist - Berlin  (All Genders),Digitl,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-berlin-all-genders-at-digitl-4271738093?position=6&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=VlIUkdFDV4MxQCh1MfdtNg%3D%3D,Not specified,2025-08-07 16:03:47.690199
"Full-Time/Part-Time Lecturer of Computer/Data Science (m, f, d)",Gisma University of Applied Sciences,"Potsdam, Brandenburg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/full-time-part-time-lecturer-of-computer-data-science-m-f-d-at-gisma-university-of-applied-sciences-4247177791?position=7&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=tfv%2FgHjPKAPIAIaSVT%2BGbw%3D%3D,Not specified,2025-08-07 16:03:47.690245
"Full-Time/Part-Time Lecturer in Business, management and Digital Innovation (m/f/d)",Gisma University of Applied Sciences,"Potsdam, Brandenburg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/full-time-part-time-lecturer-in-business-management-and-digital-innovation-m-f-d-at-gisma-university-of-applied-sciences-4247178738?position=8&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=5YI%2Fj3vHJ%2FTTCb5mnz7CfQ%3D%3D,Not specified,2025-08-07 16:03:47.690288
Data Scientist,Vay,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-at-vay-4261049951?position=9&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=G3kLOmtSuqo%2BeD0tF7LGBA%3D%3D,Not specified,2025-08-07 16:03:47.690336
Founders Associate (m/w/d),Beam AI,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/founders-associate-m-w-d-at-beam-ai-4280404997?position=10&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=rsZsaqZaqaq2q0TWeWFHww%3D%3D,Not specified,2025-08-07 16:03:47.690378
Junior Machine Learning Engineer (m/f/d),Merantix Momentum,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-machine-learning-engineer-m-f-d-at-merantix-momentum-4274636913?position=11&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=kcy1V1w08ZI4USfAX9NTfg%3D%3D,Not specified,2025-08-07 16:03:47.690420
Energy Analyst,Ember,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/energy-analyst-at-ember-4275634493?position=12&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=E%2FdlN%2BxkuCPDMjJgm0g%2FJg%3D%3D,Not specified,2025-08-07 16:03:47.690465
Creative Strategist,Happy Mammoth,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/creative-strategist-at-happy-mammoth-4277295213?position=13&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=Z4hd%2BGUcM5hCpBmX%2BGxlmw%3D%3D,Not specified,2025-08-07 16:03:47.690506
Data Scientist,Agência Lynx,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-at-ag%C3%AAncia-lynx-4266972562?position=14&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=8zOPLpJOq27ohTcA08XaiA%3D%3D,Not specified,2025-08-07 16:03:47.690547
Finance Analyst (m/f/d),charles,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/finance-analyst-m-f-d-at-charles-4263989095?position=15&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=DeugyOlNHt3HihCQuNXIDg%3D%3D,Not specified,2025-08-07 16:03:47.690587
Creative Strategist,Meta,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/creative-strategist-at-meta-4245426428?position=16&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=1hw28BOBYbeqL9qglpVjmQ%3D%3D,Not specified,2025-08-07 16:03:47.690628
"Private Equity - Junior Analyst Internship (Lyon, France)",ARCHIMED,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/private-equity-junior-analyst-internship-lyon-france-at-archimed-4267750823?position=17&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=Nu3C0kvkFT2EG9FnfmtdYQ%3D%3D,Not specified,2025-08-07 16:03:47.690669
"Director, Strategy and Operations",Taktile,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/director-strategy-and-operations-at-taktile-4273229430?position=18&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=eWSEQ5fEXsK8ppNmoSaOrg%3D%3D,Not specified,2025-08-07 16:03:47.690714
Data Scientist (m/f/x),Fuchs & Eule,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-m-f-x-at-fuchs-eule-4233872235?position=19&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=EbTarKMZy3TTQcIAb4h8IQ%3D%3D,Not specified,2025-08-07 16:03:47.690755
Claims Data Analyst/Business Analyst. Healthcare,Trinetix,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/claims-data-analyst-business-analyst-healthcare-at-trinetix-4275349416?position=20&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=Ee7QxI8hPdoI8kwkcQhK2g%3D%3D,Not specified,2025-08-07 16:03:47.690796
ML Engineer,Ailoys,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/ml-engineer-at-ailoys-4130085323?position=21&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=Squ5VqSKEBzsXD4BT10OTg%3D%3D,Not specified,2025-08-07 16:03:47.690852
Senior Data Analyst - People,Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-data-analyst-people-at-delivery-hero-4278938667?position=22&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=%2FIDcLi6IHxhhtAyQxoeS9Q%3D%3D,Not specified,2025-08-07 16:03:47.690895
Application for general consideration - graduates/professionals (all genders),Berghof Foundation,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/application-for-general-consideration-graduates-professionals-all-genders-at-berghof-foundation-4153803224?position=23&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=He0Ae4yb70lTcNHlXOW9lw%3D%3D,Not specified,2025-08-07 16:03:47.690936
(Junior) Machine Learning Engineer (all),mediaire,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-machine-learning-engineer-all-at-mediaire-4278840578?position=24&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=a2W%2F%2B%2Bv6%2FlxUorwjN3EWZw%3D%3D,Not specified,2025-08-07 16:03:47.690978
Data Analyst (m/w/d),DR. EMI ARPA SKIN GmbH,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-dr-emi-arpa-skin-gmbh-4190802197?position=25&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=UNaATp7a%2FEhpX3ysHy73YQ%3D%3D,Not specified,2025-08-07 16:03:47.691020
Business Analyst/Product Owner. Healthcare. Clinical data,Trinetix,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/business-analyst-product-owner-healthcare-clinical-data-at-trinetix-4269389783?position=26&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=4T%2FDu7QnKRrvjcuifXrikQ%3D%3D,Not specified,2025-08-07 16:03:47.691061
Mapping City/Country Expert (GIS),TSMG Holding,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/mapping-city-country-expert-gis-at-tsmg-holding-3995532653?position=27&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=W71fP0CDalQ8fdPv32ypeg%3D%3D,Not specified,2025-08-07 16:03:47.691102
Product Analyst - Consumer Product,Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-analyst-consumer-product-at-delivery-hero-4273569177?position=28&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=8J8Idzm%2FTxtYJRTB7wMWGA%3D%3D,Not specified,2025-08-07 16:03:47.691143
Data Analyst,THRYVE,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-at-thryve-4277690856?position=29&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=K%2FKCZSMkZQGgxw6rQKK0dg%3D%3D,Not specified,2025-08-07 16:03:47.691184
Programme Consultant,Gisma University of Applied Sciences,"Potsdam, Brandenburg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/programme-consultant-at-gisma-university-of-applied-sciences-4277539579?position=30&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=C9%2FOgl5R5oQIJTI4hBXLcQ%3D%3D,Not specified,2025-08-07 16:03:47.691242
Junior Data Engineer / Data Scientist (m/w/d),&effect data solutions GmbH,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-data-engineer-data-scientist-m-w-d-at-effect-data-solutions-gmbh-4252149629?position=31&pageNum=0&refId=jfBGE4khr2mR6kYpHQ6dng%3D%3D&trackingId=i%2FUrxbYIyLP1U9F6IzKtcg%3D%3D,Not specified,2025-08-07 16:03:47.691283
