title,company,location,source,url,salary,scraped_at,job_id
(Junior) Data Scientist (all genders),DYMATRIX,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-data-scientist-all-genders-at-dymatrix-4279883821?position=1&pageNum=0&refId=SkioWIb0mnyIWxxNryU1qg%3D%3D&trackingId=RoxGsmqeejUtFhEYcjLIxg%3D%3D,Not specified,2025-08-08 14:26:40.604045,https://de.linkedin.com/jobs/view/junior-data-scientist-all-genders-at-dymatrix-4279883821?position=1&pagenum=0&refid=skiowib0mnyiwxxnryu1qg%3d%3d&trackingid=roxgsmqeejutfheycjlixg%3d%3d
Junior Consultant Customer Analytics (all genders),DYMATRIX,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-consultant-customer-analytics-all-genders-at-dymatrix-4279882942?position=2&pageNum=0&refId=SkioWIb0mnyIWxxNryU1qg%3D%3D&trackingId=DdTON8GZB0wh8yAHB3onTA%3D%3D,Not specified,2025-08-08 14:26:40.604778,https://de.linkedin.com/jobs/view/junior-consultant-customer-analytics-all-genders-at-dymatrix-4279882942?position=2&pagenum=0&refid=skiowib0mnyiwxxnryu1qg%3d%3d&trackingid=ddton8gzb0wh8yahb3onta%3d%3d
Senior Manager Data & AI,Resourcing Group,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-manager-data-ai-at-resourcing-group-4282124650?position=3&pageNum=0&refId=SkioWIb0mnyIWxxNryU1qg%3D%3D&trackingId=UIBSZlZHgFOkDgLvKIicGA%3D%3D,Not specified,2025-08-08 14:26:40.604833,https://de.linkedin.com/jobs/view/senior-manager-data-ai-at-resourcing-group-4282124650?position=3&pagenum=0&refid=skiowib0mnyiwxxnryu1qg%3d%3d&trackingid=uibszlzhgfokdglvkiicga%3d%3d
Consultant Data Engineering (all genders),DYMATRIX,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/consultant-data-engineering-all-genders-at-dymatrix-4279882937?position=4&pageNum=0&refId=SkioWIb0mnyIWxxNryU1qg%3D%3D&trackingId=8beKypGcWtNj463K8Eh%2Fng%3D%3D,Not specified,2025-08-08 14:26:40.604879,https://de.linkedin.com/jobs/view/consultant-data-engineering-all-genders-at-dymatrix-4279882937?position=4&pagenum=0&refid=skiowib0mnyiwxxnryu1qg%3d%3d&trackingid=8bekypgcwtnj463k8eh%2fng%3d%3d
KI Data Engineer (w/m/d),syngenio AG,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/ki-data-engineer-w-m-d-at-syngenio-ag-4281658777?position=5&pageNum=0&refId=SkioWIb0mnyIWxxNryU1qg%3D%3D&trackingId=Fw%2FMJgGTNP%2B7f7nBIf4CRw%3D%3D,Not specified,2025-08-08 14:26:40.604924,https://de.linkedin.com/jobs/view/ki-data-engineer-w-m-d-at-syngenio-ag-4281658777?position=5&pagenum=0&refid=skiowib0mnyiwxxnryu1qg%3d%3d&trackingid=fw%2fmjggtnp%2b7f7nbif4crw%3d%3d
Junior Project Manager (all genders),DYMATRIX,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-project-manager-all-genders-at-dymatrix-4279881953?position=6&pageNum=0&refId=SkioWIb0mnyIWxxNryU1qg%3D%3D&trackingId=AO07AOteArTjjr95HosUKw%3D%3D,Not specified,2025-08-08 14:26:40.604969,https://de.linkedin.com/jobs/view/junior-project-manager-all-genders-at-dymatrix-4279881953?position=6&pagenum=0&refid=skiowib0mnyiwxxnryu1qg%3d%3d&trackingid=ao07aoteartjjr95hosukw%3d%3d
Technical Support Specialist,Infosys BPM,Stuttgart Region,LinkedIn,https://de.linkedin.com/jobs/view/technical-support-specialist-at-infosys-bpm-4281807268?position=7&pageNum=0&refId=SkioWIb0mnyIWxxNryU1qg%3D%3D&trackingId=il1LCpmBMvJJh1WNvLH03A%3D%3D,Not specified,2025-08-08 14:26:40.605013,https://de.linkedin.com/jobs/view/technical-support-specialist-at-infosys-bpm-4281807268?position=7&pagenum=0&refid=skiowib0mnyiwxxnryu1qg%3d%3d&trackingid=il1lcpmbmvjjh1wnvlh03a%3d%3d
Data Product Owner (m/w/d) // Remote möglich,Breuninger,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-product-owner-m-w-d-remote-m%C3%B6glich-at-breuninger-4282119985?position=8&pageNum=0&refId=SkioWIb0mnyIWxxNryU1qg%3D%3D&trackingId=H6errAjCKl28aV05kiy0Aw%3D%3D,Not specified,2025-08-08 14:26:40.605057,https://de.linkedin.com/jobs/view/data-product-owner-m-w-d-remote-m%c3%b6glich-at-breuninger-4282119985?position=8&pagenum=0&refid=skiowib0mnyiwxxnryu1qg%3d%3d&trackingid=h6errajckl28av05kiy0aw%3d%3d
Senior data & analytics Consultant (m/w/d) - bundesweit,HSO,"Böblingen, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-data-analytics-consultant-m-w-d-bundesweit-at-hso-4281387797?position=10&pageNum=0&refId=SkioWIb0mnyIWxxNryU1qg%3D%3D&trackingId=golFf1xW9ehfP8Ivl1T7BQ%3D%3D,Not specified,2025-08-08 14:26:40.605148,https://de.linkedin.com/jobs/view/senior-data-analytics-consultant-m-w-d-bundesweit-at-hso-4281387797?position=10&pagenum=0&refid=skiowib0mnyiwxxnryu1qg%3d%3d&trackingid=golff1xw9ehfp8ivl1t7bq%3d%3d
Data Product Owner (m/w/d) // Remote möglich,Breuninger,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-product-owner-m-w-d-remote-m%C3%B6glich-at-breuninger-4282121793?position=12&pageNum=0&refId=SkioWIb0mnyIWxxNryU1qg%3D%3D&trackingId=YVU5%2BAZ9DHkjnQI6WoIvFg%3D%3D,Not specified,2025-08-08 14:26:40.605236,https://de.linkedin.com/jobs/view/data-product-owner-m-w-d-remote-m%c3%b6glich-at-breuninger-4282121793?position=12&pagenum=0&refid=skiowib0mnyiwxxnryu1qg%3d%3d&trackingid=yvu5%2baz9dhkjnqi6woivfg%3d%3d
