title,company,location,source,url,salary,scraped_at
Data Scientist,Agência Lynx,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-at-ag%C3%AAncia-lynx-4266972562?position=15&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=MJAeeICRrXikx5ujAbdclQ%3D%3D,Not specified,2025-08-07 21:59:39.095102
Finance Analyst (m/f/d),charles,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/finance-analyst-m-f-d-at-charles-4263989095?position=16&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=HCXaBoXfx%2B6g4uS%2BztPLEQ%3D%3D,Not specified,2025-08-07 21:59:39.095147
Creative Strategist,Meta,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/creative-strategist-at-meta-4245426428?position=18&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=DPdri2SfSAwKrXvj5MHoxg%3D%3D,Not specified,2025-08-07 21:59:39.095238
"Director, Strategy and Operations",Taktile,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/director-strategy-and-operations-at-taktile-4273229430?position=19&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=hFDtCJZEobNXbmNbTXOaew%3D%3D,Not specified,2025-08-07 21:59:39.095284
Data Scientist (m/f/x),Fuchs & Eule,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-m-f-x-at-fuchs-eule-4233872235?position=20&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=SZO4andio2aqnu0wHTUq8A%3D%3D,Not specified,2025-08-07 21:59:39.095329
Claims Data Analyst/Business Analyst. Healthcare,Trinetix,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/claims-data-analyst-business-analyst-healthcare-at-trinetix-4275349416?position=21&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=su7Lo%2B4Y%2BPpqEAzLTyH5mw%3D%3D,Not specified,2025-08-07 21:59:39.095374
ML Engineer,Ailoys,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/ml-engineer-at-ailoys-4130085323?position=22&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=ytTjIscZkzY8Zkk4zk%2F9jQ%3D%3D,Not specified,2025-08-07 21:59:39.095419
Senior Data Analyst - People,Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-data-analyst-people-at-delivery-hero-4278938667?position=23&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=akVsStoVkJSlftIFJb2Rxg%3D%3D,Not specified,2025-08-07 21:59:39.095470
Application for general consideration - graduates/professionals (all genders),Berghof Foundation,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/application-for-general-consideration-graduates-professionals-all-genders-at-berghof-foundation-4153803224?position=24&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=u0gEBIP3BvHuYOPL0aCUlQ%3D%3D,Not specified,2025-08-07 21:59:39.095515
Lead Data Strategist (BI & Analytics) (m/f/d),getolo,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/lead-data-strategist-bi-analytics-m-f-d-at-getolo-4281658947?position=25&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=RjOWsUhVwcG5ZH2%2BTEivxA%3D%3D,Not specified,2025-08-07 21:59:39.095561
(Junior) Machine Learning Engineer (all),mediaire,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-machine-learning-engineer-all-at-mediaire-4278840578?position=26&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=R0e83QdjRE0iIWXEgaNBvw%3D%3D,Not specified,2025-08-07 21:59:39.095606
Data Analyst (m/w/d),DR. EMI ARPA SKIN GmbH,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-dr-emi-arpa-skin-gmbh-4190802197?position=27&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=dKzQoGSD7TncTJL4RaxIew%3D%3D,Not specified,2025-08-07 21:59:39.095651
Business Analyst/Product Owner. Healthcare. Clinical data,Trinetix,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/business-analyst-product-owner-healthcare-clinical-data-at-trinetix-4269389783?position=28&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=0CbTfZKQJ5LTNIrbfPOZ6g%3D%3D,Not specified,2025-08-07 21:59:39.095697
Data Analyst,THRYVE,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-at-thryve-4277690856?position=29&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=Y8H7NKGblhJue8Jts7FjrQ%3D%3D,Not specified,2025-08-07 21:59:39.095742
Mapping City/Country Expert (GIS),TSMG Holding,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/mapping-city-country-expert-gis-at-tsmg-holding-3995532653?position=30&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=mptCccl20GkH23cqLd82Qw%3D%3D,Not specified,2025-08-07 21:59:39.095787
Product Analyst - Consumer Product,Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-analyst-consumer-product-at-delivery-hero-4273569177?position=31&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=CkxTsC96AwrmWfqdn962NQ%3D%3D,Not specified,2025-08-07 21:59:39.095833
Programme Consultant,Gisma University of Applied Sciences,"Potsdam, Brandenburg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/programme-consultant-at-gisma-university-of-applied-sciences-4277539579?position=32&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=%2F8mbE%2Ff0KIHM2ZfTfQ%2BkRQ%3D%3D,Not specified,2025-08-07 21:59:39.095878
Junior Data Engineer / Data Scientist (m/w/d),&effect data solutions GmbH,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-data-engineer-data-scientist-m-w-d-at-effect-data-solutions-gmbh-4252149629?position=33&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=FfsT0qHbjtIsQ%2BgXY5vPUQ%3D%3D,Not specified,2025-08-07 21:59:39.095922
Marketing Data Analyst,Trust In SODA,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/marketing-data-analyst-at-trust-in-soda-4275926006?position=34&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=2p6yDpYZ%2BYcueqSi93TyJQ%3D%3D,Not specified,2025-08-07 21:59:39.095967
Product Manager,Taktile,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-manager-at-taktile-4260078385?position=35&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=WHl%2BONuPYe04aqwt2QTPUg%3D%3D,Not specified,2025-08-07 21:59:39.096015
Don't see your dream role? Convince us to create it.,Knowunity,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/don-t-see-your-dream-role%3F-convince-us-to-create-it-at-knowunity-4247904216?position=36&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=O4J%2FsIZHpM5%2FzPoxrn21xQ%3D%3D,Not specified,2025-08-07 21:59:39.096061
(Senior) Data Scientist (m/f/d) - Energy Tech Start Up,Green Fusion,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-data-scientist-m-f-d-energy-tech-start-up-at-green-fusion-4278934687?position=37&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=gekvCOdtWIMp6%2BSrAezOlw%3D%3D,Not specified,2025-08-07 21:59:39.096106
"Director, Analytics",Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/director-analytics-at-delivery-hero-4277163469?position=38&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=F27kYTrELahrIjOXANPiWg%3D%3D,Not specified,2025-08-07 21:59:39.096151
Product Analyst (Quick Commerce),Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-analyst-quick-commerce-at-delivery-hero-4281342702?position=39&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=ZVIQT24VJgkqY5qn3DUfRg%3D%3D,Not specified,2025-08-07 21:59:39.096196
"Product Analyst - (Logistics Customer, Seamless)",Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-analyst-logistics-customer-seamless-at-delivery-hero-4268586275?position=40&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=H6YBfoVh%2BVZHRriQVFBTsg%3D%3D,Not specified,2025-08-07 21:59:39.096242
Data Analyst PLG (Remote Europe),n8n,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-plg-remote-europe-at-n8n-4269598826?position=41&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=n7mtWm0vnbhtnGOX%2BphcUg%3D%3D,Not specified,2025-08-07 21:59:39.096286
Data Engineer & Scientist (f/d/m),CEEZER,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-engineer-scientist-f-d-m-at-ceezer-4257186978?position=42&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=Z598H84%2BwpMUwvxTpWuLLw%3D%3D,Not specified,2025-08-07 21:59:39.096331
"Full-Time/Part-Time Lecturer of Computer/Data Science (m, f, d)",GUS Germany GmbH,"Potsdam, Brandenburg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/full-time-part-time-lecturer-of-computer-data-science-m-f-d-at-gus-germany-gmbh-4276987292?position=43&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=F9RwC9N0mZYyOBfUExTqkw%3D%3D,Not specified,2025-08-07 21:59:39.096376
Werkstudent Data Analytics / Python (all genders),Forvis Mazars in Germany,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/werkstudent-data-analytics-python-all-genders-at-forvis-mazars-in-germany-4257890160?position=44&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=29Y%2BBaM4N7eyxsRmTC9gGA%3D%3D,Not specified,2025-08-07 21:59:39.096421
Product Analyst,THRYVE,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-analyst-at-thryve-4275331648?position=45&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=PdyaX2hF5X3l8IOtcmcclQ%3D%3D,Not specified,2025-08-07 21:59:39.096466
"Data Analyst, Client Experience",Agência Lynx,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-client-experience-at-ag%C3%AAncia-lynx-4266974430?position=46&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=hYLzdMuPJ7sEYKuKcYpAUg%3D%3D,Not specified,2025-08-07 21:59:39.096512
Data Scientist (m/w/d),CKM Group,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-m-w-d-at-ckm-group-4279442749?position=47&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=XDWdoXiNDbdxH5umDQVr0A%3D%3D,Not specified,2025-08-07 21:59:39.096557
Head of Data Science (m/f/d),stenon,"Potsdam, Brandenburg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/head-of-data-science-m-f-d-at-stenon-4278777294?position=48&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=PQb%2BNCzPWpkVNKtrvIt9ig%3D%3D,Not specified,2025-08-07 21:59:39.096602
M&A Analyst (f/m/d),hallo theo,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/m-a-analyst-f-m-d-at-hallo-theo-4264414947?position=49&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=cSwDnZz8Tcd56mddRw8D0Q%3D%3D,Not specified,2025-08-07 21:59:39.096647
Economist (m/f/d),E.CA Economics,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/economist-m-f-d-at-e-ca-economics-3965412043?position=50&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=WulXVO8zSJMIL%2BtjVP8Pyw%3D%3D,Not specified,2025-08-07 21:59:39.096692
(Junior) Data Analyst:in,Art-Invest Real Estate,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-data-analyst-in-at-art-invest-real-estate-4268982467?position=51&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=rByXJjUHfDLV3qqAfBDN1g%3D%3D,Not specified,2025-08-07 21:59:39.096737
"Data Scientist - (Logistics Customer, Choice)",Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-logistics-customer-choice-at-delivery-hero-4278918679?position=52&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=bguwrV8qTfXe3ai0mqVGnQ%3D%3D,Not specified,2025-08-07 21:59:39.096781
Data Engineer,Scavenger AI,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-engineer-at-scavenger-ai-4278918164?position=53&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=%2FPMTCtL7oMpi%2BymYy%2B6Gzw%3D%3D,Not specified,2025-08-07 21:59:39.096826
"Data Analyst, Client Onboarding",Agência Lynx,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-client-onboarding-at-ag%C3%AAncia-lynx-4266970709?position=54&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=91Gs3HzrX%2B4YW%2BzeP6mS%2Bw%3D%3D,Not specified,2025-08-07 21:59:39.096871
Working Student Marketing (all genders) | ClimateTech,carbmee,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/working-student-marketing-all-genders-climatetech-at-carbmee-4201826247?position=55&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=GpVyfuU0cErbEBZ%2FMhnPDQ%3D%3D,Not specified,2025-08-07 21:59:39.096916
"Head of Data Analytics (m/f/d) Berlin, Germany",EIDU,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/head-of-data-analytics-m-f-d-berlin-germany-at-eidu-4206038052?position=56&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=4kDzB6icdjDfP38Vy%2F6Xig%3D%3D,Not specified,2025-08-07 21:59:39.096961
Founder's Associate Intern (Product Development) (m/w/d),charles,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/founder-s-associate-intern-product-development-m-w-d-at-charles-4258493035?position=57&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=ndg7tEU%2F%2FEhnAWwykvbN4Q%3D%3D,Not specified,2025-08-07 21:59:39.097006
Machine Learning Engineer,Reliant AI,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/machine-learning-engineer-at-reliant-ai-4270622926?position=58&pageNum=0&refId=daQSwtp3Im3mZJ5LuH3atg%3D%3D&trackingId=enX%2FZrt1zyCFLwyaPE8wQg%3D%3D,Not specified,2025-08-07 21:59:39.097051
