title,company,location,source,url,salary,scraped_at,posted_at,description,job_id
Senior React Native Engineer (all-genders),Faircado,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-react-native-engineer-all-genders-at-faircado-4287648642?position=20&pageNum=0&refId=dYsx%2B1jfNJmCiCSK6E6YxQ%3D%3D&trackingId=N1%2BlPBL1YLuwKSuE0NANLw%3D%3D,Not specified,2025-08-23 22:31:31.697871,2025-08-23,,de.linkedin.com/jobs/view/senior-react-native-engineer-all-genders-at-faircado-4287648642
Rust Engineer (Greenfield project),Crypto.com,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/rust-engineer-greenfield-project-at-crypto-com-4252928430?position=23&pageNum=0&refId=dYsx%2B1jfNJmCiCSK6E6YxQ%3D%3D&trackingId=%2BIs%2F23Ww2njOaJ7QmXUFUw%3D%3D,Not specified,2025-08-23 22:31:31.698203,2025-08-23,,de.linkedin.com/jobs/view/rust-engineer-greenfield-project-at-crypto-com-4252928430
SecOps Engineer - Full Managed Cloud Stack (m/w/d),BWI GmbH,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/secops-engineer-full-managed-cloud-stack-m-w-d-at-bwi-gmbh-4278796538?position=29&pageNum=0&refId=dYsx%2B1jfNJmCiCSK6E6YxQ%3D%3D&trackingId=mcBywKUge45xlkAT6XKC4w%3D%3D,Not specified,2025-08-23 22:31:31.698868,2025-08-23,,de.linkedin.com/jobs/view/secops-engineer-full-managed-cloud-stack-m-w-d-at-bwi-gmbh-4278796538
Applikationsmitarbeiter Netzberechnungen (m/w/d),PSI Software,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/applikationsmitarbeiter-netzberechnungen-m-w-d-at-psi-software-4290415035?position=32&pageNum=0&refId=dYsx%2B1jfNJmCiCSK6E6YxQ%3D%3D&trackingId=vxvJSRX1szLj3rhGgCmk4w%3D%3D,Not specified,2025-08-23 22:31:31.699199,2025-08-23,,de.linkedin.com/jobs/view/applikationsmitarbeiter-netzberechnungen-m-w-d-at-psi-software-4290415035
Fullstack Engineer - Mid Level - App/Intranet,Staffbase,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/fullstack-engineer-mid-level-app-intranet-at-staffbase-4287658439?position=37&pageNum=0&refId=dYsx%2B1jfNJmCiCSK6E6YxQ%3D%3D&trackingId=7LNAYWg2KwkB9%2BoUGuHC8w%3D%3D,Not specified,2025-08-23 22:31:31.699742,2025-08-23,,de.linkedin.com/jobs/view/fullstack-engineer-mid-level-app-intranet-at-staffbase-4287658439
C#-Entwickler (m/w/d),Scopeland Technology,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/c%23-entwickler-m-w-d-at-scopeland-technology-4287630252?position=38&pageNum=0&refId=dYsx%2B1jfNJmCiCSK6E6YxQ%3D%3D&trackingId=kp9gZkyGTBmx7FLEubYiQg%3D%3D,Not specified,2025-08-23 22:31:31.699852,2025-08-23,,de.linkedin.com/jobs/view/c%23-entwickler-m-w-d-at-scopeland-technology-4287630252
Senior FullStack Engineer - AI,CoachHub - The digital coaching platform,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-fullstack-engineer-ai-at-coachhub-the-digital-coaching-platform-4279006407?position=40&pageNum=0&refId=dYsx%2B1jfNJmCiCSK6E6YxQ%3D%3D&trackingId=fjYl2z1g1L%2Fgw%2BN8Yqn0Iw%3D%3D,Not specified,2025-08-23 22:31:31.700073,2025-08-23,,de.linkedin.com/jobs/view/senior-fullstack-engineer-ai-at-coachhub-the-digital-coaching-platform-4279006407
"PHP-Entwickler (m/w/d), German-Speaking (C1/C2)",Muxon,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/php-entwickler-m-w-d-german-speaking-c1-c2-at-muxon-4287561466?position=49&pageNum=0&refId=dYsx%2B1jfNJmCiCSK6E6YxQ%3D%3D&trackingId=VJRa1atPNYV4C8huTtGvUQ%3D%3D,Not specified,2025-08-23 22:31:31.701073,2025-08-23,,de.linkedin.com/jobs/view/php-entwickler-m-w-d-german-speaking-c1-c2-at-muxon-4287561466
"Senior Engineer Data, AI & Analytics (m/f/d)",Purpose Green,Berlin Metropolitan Area,LinkedIn,https://de.linkedin.com/jobs/view/senior-engineer-data-ai-analytics-m-f-d-at-purpose-green-4290289136?position=50&pageNum=0&refId=dYsx%2B1jfNJmCiCSK6E6YxQ%3D%3D&trackingId=4bpOUwOkeVk7THmr4LVmBg%3D%3D,Not specified,2025-08-23 22:31:31.701184,2025-08-23,,de.linkedin.com/jobs/view/senior-engineer-data-ai-analytics-m-f-d-at-purpose-green-4290289136
Senior PHP Engineer (m/f/d),IU International University of Applied Sciences,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-php-engineer-m-f-d-at-iu-international-university-of-applied-sciences-4273715021?position=56&pageNum=0&refId=dYsx%2B1jfNJmCiCSK6E6YxQ%3D%3D&trackingId=GI7ZVs0gJtHdJmcgkav7yw%3D%3D,Not specified,2025-08-23 22:31:31.701744,2025-08-23,,de.linkedin.com/jobs/view/senior-php-engineer-m-f-d-at-iu-international-university-of-applied-sciences-4273715021
