title,company,location,source,url,salary,scraped_at,posted_at,description,job_id
Business Insights & Analytics Associate - New York,Fitch Ratings,"New York, NY",LinkedIn,https://www.linkedin.com/jobs/view/business-insights-analytics-associate-new-york-at-fitch-ratings-4272416602?position=1&pageNum=0&refId=4ob3T%2BkTQ8kHUIDVhkKVnA%3D%3D&trackingId=MgPUnypLcS2NAYkBdB0lMg%3D%3D,Not specified,2025-08-16 19:02:20.729955,2025-08-16,,www.linkedin.com/jobs/view/business-insights-analytics-associate-new-york-at-fitch-ratings-4272416602
Data Analyst - People Analytics,Meta,"New York, NY",LinkedIn,https://www.linkedin.com/jobs/view/data-analyst-people-analytics-at-meta-4284312781?position=2&pageNum=0&refId=4ob3T%2BkTQ8kHUIDVhkKVnA%3D%3D&trackingId=dzjywFiKHybUpYhPxGqTTg%3D%3D,Not specified,2025-08-16 19:02:20.731240,2025-08-16,,www.linkedin.com/jobs/view/data-analyst-people-analytics-at-meta-4284312781
Machine Learning Engineer - 2025 Grad,Lensa,"New York, NY",LinkedIn,https://www.linkedin.com/jobs/view/machine-learning-engineer-2025-grad-at-lensa-4287298162?position=8&pageNum=0&refId=4ob3T%2BkTQ8kHUIDVhkKVnA%3D%3D&trackingId=saBBlQzIyMWVKuVQp5DHJA%3D%3D,Not specified,2025-08-16 19:02:20.732016,2025-08-16,,www.linkedin.com/jobs/view/machine-learning-engineer-2025-grad-at-lensa-4287298162
Data Analyst,Columbia University Irving Medical Center,"New York, NY",LinkedIn,https://www.linkedin.com/jobs/view/data-analyst-at-columbia-university-irving-medical-center-4283625950?position=15&pageNum=0&refId=4ob3T%2BkTQ8kHUIDVhkKVnA%3D%3D&trackingId=hGxOvrtyUMxSFA3ddspf6w%3D%3D,Not specified,2025-08-16 19:02:20.732882,2025-08-15,,www.linkedin.com/jobs/view/data-analyst-at-columbia-university-irving-medical-center-4283625950
Fixed Income Data Science Analyst,Tradeweb,"New York, NY",LinkedIn,https://www.linkedin.com/jobs/view/fixed-income-data-science-analyst-at-tradeweb-4250044357?position=16&pageNum=0&refId=4ob3T%2BkTQ8kHUIDVhkKVnA%3D%3D&trackingId=hl%2FYJqvqeQykyBXIAQDwqQ%3D%3D,Not specified,2025-08-16 19:02:20.733000,2025-08-16,,www.linkedin.com/jobs/view/fixed-income-data-science-analyst-at-tradeweb-4250044357
Data Analyst I,Criteo,"New York, United States",LinkedIn,https://www.linkedin.com/jobs/view/data-analyst-i-at-criteo-4275624101?position=18&pageNum=0&refId=4ob3T%2BkTQ8kHUIDVhkKVnA%3D%3D&trackingId=D5Mw11%2BucRBvkx2cMMDAgQ%3D%3D,Not specified,2025-08-16 19:02:20.733234,2025-08-16,,www.linkedin.com/jobs/view/data-analyst-i-at-criteo-4275624101
Data Analyst,Lensa,"New York, NY",LinkedIn,https://www.linkedin.com/jobs/view/data-analyst-at-lensa-4287290558?position=20&pageNum=0&refId=4ob3T%2BkTQ8kHUIDVhkKVnA%3D%3D&trackingId=8Qm5fGisxy78gvLGNLWoag%3D%3D,Not specified,2025-08-16 19:02:20.733469,2025-08-16,,www.linkedin.com/jobs/view/data-analyst-at-lensa-4287290558
Health Care Data Analyst,"Research Foundation for Mental Hygiene, Inc.","Albany, NY",LinkedIn,https://www.linkedin.com/jobs/view/health-care-data-analyst-at-research-foundation-for-mental-hygiene-inc-4286889601?position=21&pageNum=0&refId=4ob3T%2BkTQ8kHUIDVhkKVnA%3D%3D&trackingId=l6wsDbAhwqzYRijpvkZGnA%3D%3D,Not specified,2025-08-16 19:02:20.733585,2025-08-16,,www.linkedin.com/jobs/view/health-care-data-analyst-at-research-foundation-for-mental-hygiene-inc-4286889601
Data Analyst I,Lensa,"Rochester, NY",LinkedIn,https://www.linkedin.com/jobs/view/data-analyst-i-at-lensa-4287291751?position=22&pageNum=0&refId=4ob3T%2BkTQ8kHUIDVhkKVnA%3D%3D&trackingId=riUMeBeql8eI37OI0F0ayw%3D%3D,Not specified,2025-08-16 19:02:20.733701,2025-08-16,,www.linkedin.com/jobs/view/data-analyst-i-at-lensa-4287291751
Machine Learning Engineer,Nirvana,"New York, NY",LinkedIn,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-nirvana-4283657139?position=24&pageNum=0&refId=4ob3T%2BkTQ8kHUIDVhkKVnA%3D%3D&trackingId=67O5ocLlLz%2F8sLq2KfY6kQ%3D%3D,Not specified,2025-08-16 19:02:20.733934,2025-08-15,,www.linkedin.com/jobs/view/machine-learning-engineer-at-nirvana-4283657139
