title,company,location,source,url,salary,scraped_at,posted_at,description,job_id
"Datenanalyst, Remote und Stuttgart (m/w/d)",emagine,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/datenanalyst-remote-und-stuttgart-m-w-d-at-emagine-4344540731?position=2&pageNum=0&refId=ZZF7j1qk37bjuta7YJ6NrQ%3D%3D&trackingId=NkZ%2FdJpKddGHzZsO49p1VQ%3D%3D,Not specified,2025-12-18 09:41:59.408378,2025-12-17,,de.linkedin.com/jobs/view/datenanalyst-remote-und-stuttgart-m-w-d-at-emagine-4344540731
Software Developer,Booz Allen Hamilton,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/software-developer-at-booz-allen-hamilton-4344615717?position=3&pageNum=0&refId=ZZF7j1qk37bjuta7YJ6NrQ%3D%3D&trackingId=5T%2B8tp3uh8yGnlKvaOprHg%3D%3D,Not specified,2025-12-18 09:41:59.408503,2025-12-18,,de.linkedin.com/jobs/view/software-developer-at-booz-allen-hamilton-4344615717
****** **** ********,*&* ********** ********,"*ö*******, *****-*ü*********, *******",LinkedIn,https://de.linkedin.com/jobs/view/system-test-engineer-at-l-t-technology-services-4328092404?position=4&pageNum=0&refId=ZZF7j1qk37bjuta7YJ6NrQ%3D%3D&trackingId=yVkiu0vtByZrEKCa0Uyf8w%3D%3D,Not specified,2025-12-18 09:41:59.408638,2025-12-17,,de.linkedin.com/jobs/view/system-test-engineer-at-l-t-technology-services-4328092404
******** ********* ** (*** *******),****** **,"*********, *****-*ü*********, *******",LinkedIn,https://de.linkedin.com/jobs/view/software-architect-ai-all-genders-at-adesso-se-3878305134?position=5&pageNum=0&refId=ZZF7j1qk37bjuta7YJ6NrQ%3D%3D&trackingId=GOBufbOGMg5d40DOh0ESEA%3D%3D,Not specified,2025-12-18 09:41:59.408758,2025-12-17,,de.linkedin.com/jobs/view/software-architect-ai-all-genders-at-adesso-se-3878305134
*******-/*************** - *********** ***** *** *** ********* ****** *** **************-**********,********** ***,"*********, *****-*ü*********, *******",LinkedIn,https://de.linkedin.com/jobs/view/studien-abschlussarbeit-entwicklung-einer-app-als-digitales-abbild-des-ultraeffizienz-planspiels-at-fraunhofer-ipa-4344655426?position=6&pageNum=0&refId=ZZF7j1qk37bjuta7YJ6NrQ%3D%3D&trackingId=CFLdjwuVnzDgGL6rahtwyw%3D%3D,Not specified,2025-12-18 09:41:59.408892,2025-12-18,,de.linkedin.com/jobs/view/studien-abschlussarbeit-entwicklung-einer-app-als-digitales-abbild-des-ultraeffizienz-planspiels-at-fraunhofer-ipa-4344655426
****** / ******** - ****** ** *******  ** - ******** ************* (*/*/*),****** ********* ****** (***),"*********, *****-*ü*********, *******",LinkedIn,https://de.linkedin.com/jobs/view/master-bachelor-survey-of-vehicle-ad-software-architectures-f-m-x-at-german-aerospace-center-dlr-4344377790?position=7&pageNum=0&refId=ZZF7j1qk37bjuta7YJ6NrQ%3D%3D&trackingId=2nRnOh8hFGIUgSPUNvgW4w%3D%3D,Not specified,2025-12-18 09:41:59.409011,2025-12-17,,de.linkedin.com/jobs/view/master-bachelor-survey-of-vehicle-ad-software-architectures-f-m-x-at-german-aerospace-center-dlr-4344377790
Decision Scientist (m/f/d),Flink,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/decision-scientist-m-f-d-at-flink-4325040167?position=1&pageNum=0&refId=KnqFhxnpo6dMgmX4N21Q0Q%3D%3D&trackingId=i1cPtmgKjjp8joXO%2Blfgeg%3D%3D,Not specified,2025-12-18 09:42:02.276923,2025-12-17,,de.linkedin.com/jobs/view/decision-scientist-m-f-d-at-flink-4325040167
Data Scientist (w/m/d),Capgemini,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-w-m-d-at-capgemini-4344531931?position=2&pageNum=0&refId=KnqFhxnpo6dMgmX4N21Q0Q%3D%3D&trackingId=cDdEdec3vSXn2rKAfIKrSQ%3D%3D,Not specified,2025-12-18 09:42:02.277111,2025-12-17,,de.linkedin.com/jobs/view/data-scientist-w-m-d-at-capgemini-4344531931
Staff Data Scientist - AdTech Bidding,Delivery Hero,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/staff-data-scientist-adtech-bidding-at-delivery-hero-4344402756?position=3&pageNum=0&refId=KnqFhxnpo6dMgmX4N21Q0Q%3D%3D&trackingId=4rDsa0ixGSSJboFfobhUow%3D%3D,Not specified,2025-12-18 09:42:02.277223,2025-12-17,,de.linkedin.com/jobs/view/staff-data-scientist-adtech-bidding-at-delivery-hero-4344402756
******* ******** ******** - ***********,**.***,"******, ******, *******",LinkedIn,https://de.linkedin.com/jobs/view/machine-learning-engineer-fulfillment-at-jd-com-4344376866?position=4&pageNum=0&refId=KnqFhxnpo6dMgmX4N21Q0Q%3D%3D&trackingId=JHlETudMruuU5K%2Fi5KCLGw%3D%3D,Not specified,2025-12-18 09:42:02.277341,2025-12-17,,de.linkedin.com/jobs/view/machine-learning-engineer-fulfillment-at-jd-com-4344376866
