title,company,location,source,url,salary,scraped_at,posted_at,description,job_id
Senior Machine Learning Engineer,Enigma,"Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-machine-learning-engineer-at-enigma-4284162587?position=1&pageNum=0&refId=AMFC90DpNq0YT65y3iE0Dw%3D%3D&trackingId=QkfYx%2FYYAnq8w7H7QP9nBg%3D%3D,Not specified,2025-08-13 18:04:26.745353,2025-08-13,,de.linkedin.com/jobs/view/senior-machine-learning-engineer-at-enigma-4284162587
Analyst Living / Baufinanzierung (all genders),BNP Paribas Cardif,"Gerlingen, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/analyst-living-baufinanzierung-all-genders-at-bnp-paribas-cardif-4284436930?position=34&pageNum=0&refId=OJT5fqGGU7%2B1OqHCr3BLcA%3D%3D&trackingId=6pWXPQxPIQM6nMUK0ON6Sg%3D%3D,Not specified,2025-08-13 18:07:03.376754,2025-08-13,,de.linkedin.com/jobs/view/analyst-living-baufinanzierung-all-genders-at-bnp-paribas-cardif-4284436930
"Business Analyst (all genders) - Berlin, Germany",simplesurance,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/business-analyst-all-genders-berlin-germany-at-simplesurance-4282251088?position=5&pageNum=0&refId=q7EMZELDU%2BulAhjdVB%2B64w%3D%3D&trackingId=VdLKAD%2B6qa2HwwuFXHdxeQ%3D%3D,Not specified,2025-08-13 18:07:16.677217,2025-08-13,,de.linkedin.com/jobs/view/business-analyst-all-genders-berlin-germany-at-simplesurance-4282251088
(Senior) Consultant Business Transformation (m/w/d),algol consulting,"Cologne, North Rhine-Westphalia, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-consultant-business-transformation-m-w-d-at-algol-consulting-4284425773?position=48&pageNum=0&refId=hPdyBrSyjPWyLhHpYF4F4g%3D%3D&trackingId=e3OBGAvlAm24y7FvJacdgA%3D%3D,Not specified,2025-08-13 18:07:43.813316,2025-08-13,,de.linkedin.com/jobs/view/senior-consultant-business-transformation-m-w-d-at-algol-consulting-4284425773
Logistikassistent 100% (m/w/d),TieTalent,"Kreuzlingen, Thurgau, Switzerland",LinkedIn,https://ch.linkedin.com/jobs/view/logistikassistent-100%25-m-w-d-at-tietalent-4282218719?position=7&pageNum=0&refId=KoWUuqFoyAwWSVZ1Lg%2BAbw%3D%3D&trackingId=%2BtKbQWAWo0nQILCq876XRw%3D%3D,Not specified,2025-08-13 18:08:09.931689,2025-08-13,,ch.linkedin.com/jobs/view/logistikassistent-100%25-m-w-d-at-tietalent-4282218719
Laborant QC Microbiology (m/w/d) 60-80% // Johnson & Johnson,TieTalent,"Schaffhausen, Schaffhausen, Switzerland",LinkedIn,https://ch.linkedin.com/jobs/view/laborant-qc-microbiology-m-w-d-60-80%25-johnson-johnson-at-tietalent-4282218842?position=19&pageNum=0&refId=KoWUuqFoyAwWSVZ1Lg%2BAbw%3D%3D&trackingId=qtbzHD%2BU5UD%2BXKsYM54H4w%3D%3D,Not specified,2025-08-13 18:08:09.933544,2025-08-13,,ch.linkedin.com/jobs/view/laborant-qc-microbiology-m-w-d-60-80%25-johnson-johnson-at-tietalent-4282218842
Fachfrau/mann Gesundheit Tagdienst (40% - 90%),TieTalent,"Frauenfeld, Thurgau, Switzerland",LinkedIn,https://ch.linkedin.com/jobs/view/fachfrau-mann-gesundheit-tagdienst-40%25-90%25-at-tietalent-4281738058?position=35&pageNum=0&refId=KoWUuqFoyAwWSVZ1Lg%2BAbw%3D%3D&trackingId=sZyzi4xid6bGCf1Bz2CnGw%3D%3D,Not specified,2025-08-13 18:08:09.935772,2025-08-12,,ch.linkedin.com/jobs/view/fachfrau-mann-gesundheit-tagdienst-40%25-90%25-at-tietalent-4281738058
Fachfrau/mann Gesundheit Tagdienst (40% - 90%),TieTalent,"Winterthur, Zurich, Switzerland",LinkedIn,https://ch.linkedin.com/jobs/view/fachfrau-mann-gesundheit-tagdienst-40%25-90%25-at-tietalent-4282220692?position=39&pageNum=0&refId=KoWUuqFoyAwWSVZ1Lg%2BAbw%3D%3D&trackingId=rckTqZ26Gq7SuE6yKEmNiA%3D%3D,Not specified,2025-08-13 18:08:09.936319,2025-08-13,,ch.linkedin.com/jobs/view/fachfrau-mann-gesundheit-tagdienst-40%25-90%25-at-tietalent-4282220692
Fachfrau/mann Gesundheit Tagdienst (40% - 90%),TieTalent,"Winterthur, Zurich, Switzerland",LinkedIn,https://ch.linkedin.com/jobs/view/fachfrau-mann-gesundheit-tagdienst-40%25-90%25-at-tietalent-4282225175?position=43&pageNum=0&refId=KoWUuqFoyAwWSVZ1Lg%2BAbw%3D%3D&trackingId=xFlR%2F9P9LI%2Fqo0NEhxSqZg%3D%3D,Not specified,2025-08-13 18:08:09.936862,2025-08-13,,ch.linkedin.com/jobs/view/fachfrau-mann-gesundheit-tagdienst-40%25-90%25-at-tietalent-4282225175
Spezialist/in Inbetriebnahme CNC-Maschinen (m/w/d),TieTalent,"Rorschach, St Gallen, Switzerland",LinkedIn,https://ch.linkedin.com/jobs/view/spezialist-in-inbetriebnahme-cnc-maschinen-m-w-d-at-tietalent-4282222240?position=45&pageNum=0&refId=KoWUuqFoyAwWSVZ1Lg%2BAbw%3D%3D&trackingId=0pXbF1raytTsdiuSEmU0Mw%3D%3D,Not specified,2025-08-13 18:08:09.937134,2025-08-13,,ch.linkedin.com/jobs/view/spezialist-in-inbetriebnahme-cnc-maschinen-m-w-d-at-tietalent-4282222240
