title,company,location,source,url,salary,scraped_at,posted_at,description,job_id
Senior Machine Learning Engineer,Enigma,"Baden-Württemberg, Deutschland",LinkedIn,https://de.linkedin.com/jobs/view/senior-machine-learning-engineer-at-enigma-4300720698?position=1&pageNum=0&refId=iwkpAxXbG4VpFkfMy2ndiw%3D%3D&trackingId=bNFbCKhhWvG8CVHVvstKwQ%3D%3D,Not specified,2025-09-15 18:59:04.591195,2025-09-15,,de.linkedin.com/jobs/view/senior-machine-learning-engineer-at-enigma-4300720698
Senior ML Engineer - NLP (f/m/x),LiveEO,"Berlin, Deutschland",LinkedIn,https://de.linkedin.com/jobs/view/senior-ml-engineer-nlp-f-m-x-at-liveeo-4300852225?position=1&pageNum=0&refId=%2F2xh0s2AkslaSuMoEFt22Q%3D%3D&trackingId=BUxJF5usN1RP4I%2BnxbWE%2Fw%3D%3D,Not specified,2025-09-15 18:59:07.417108,2025-09-15,,de.linkedin.com/jobs/view/senior-ml-engineer-nlp-f-m-x-at-liveeo-4300852225
(Senior) Consultant Data Science - AI and Data (w/m/d),EY,Berlin,LinkedIn,https://de.linkedin.com/jobs/view/senior-consultant-data-science-ai-and-data-w-m-d-at-ey-4237447966?position=2&pageNum=0&refId=%2F2xh0s2AkslaSuMoEFt22Q%3D%3D&trackingId=9ksvHA8kT4G0GPkc2uhNwA%3D%3D,Not specified,2025-09-15 18:59:07.417443,2025-09-15,,de.linkedin.com/jobs/view/senior-consultant-data-science-ai-and-data-w-m-d-at-ey-4237447966
Sustainability Data Analyst (ESG/CSRD/ESRS Reporting) (div/w/m),score4more,Berlin,LinkedIn,https://de.linkedin.com/jobs/view/sustainability-data-analyst-esg-csrd-esrs-reporting-div-w-m-at-score4more-4299226395?position=3&pageNum=0&refId=%2F2xh0s2AkslaSuMoEFt22Q%3D%3D&trackingId=Z0eqIh4kTc26ZFAEmiyeTA%3D%3D,Not specified,2025-09-15 18:59:07.417739,2025-09-15,,de.linkedin.com/jobs/view/sustainability-data-analyst-esg-csrd-esrs-reporting-div-w-m-at-score4more-4299226395
DataOps and Platform Engineer (m/f/d),future demand,Berlin,LinkedIn,https://de.linkedin.com/jobs/view/dataops-and-platform-engineer-m-f-d-at-future-demand-4298551525?position=4&pageNum=0&refId=%2F2xh0s2AkslaSuMoEFt22Q%3D%3D&trackingId=0b9f095PJgUQFX1VLMbs1A%3D%3D,Not specified,2025-09-15 18:59:07.418025,2025-09-14,,de.linkedin.com/jobs/view/dataops-and-platform-engineer-m-f-d-at-future-demand-4298551525
Platform & Cloud Solutions Architect,Instaffo,Berlin,LinkedIn,https://de.linkedin.com/jobs/view/platform-cloud-solutions-architect-at-instaffo-4202676178?position=14&pageNum=0&refId=%2F2xh0s2AkslaSuMoEFt22Q%3D%3D&trackingId=LkDLUfMAiaiMzfxP%2BvKoDA%3D%3D,Not specified,2025-09-15 18:59:07.420838,2025-09-14,,de.linkedin.com/jobs/view/platform-cloud-solutions-architect-at-instaffo-4202676178
Data Analyst (m/w/d),Nexia GmbH,Frankfurt,LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-nexia-gmbh-4298582915?position=2&pageNum=0&refId=zkXEXkXzRC5X1LKQaiRfoA%3D%3D&trackingId=8o1QSNJpFzIsHKiRnAlBuA%3D%3D,Not specified,2025-09-15 18:59:10.214413,2025-09-15,,de.linkedin.com/jobs/view/data-analyst-m-w-d-at-nexia-gmbh-4298582915
(Senior) Consultant Data Science - AI and Data (w/m/d),EY,Eschborn,LinkedIn,https://de.linkedin.com/jobs/view/senior-consultant-data-science-ai-and-data-w-m-d-at-ey-4237448928?position=3&pageNum=0&refId=zkXEXkXzRC5X1LKQaiRfoA%3D%3D&trackingId=YMP%2FNCC1af%2BN1yK2Vsgayw%3D%3D,Not specified,2025-09-15 18:59:10.214572,2025-09-15,,de.linkedin.com/jobs/view/senior-consultant-data-science-ai-and-data-w-m-d-at-ey-4237448928
BI & Reporting Specialist (m/w/d),MANAWA Consulting GmbH,Rüsselsheim,LinkedIn,https://de.linkedin.com/jobs/view/bi-reporting-specialist-m-w-d-at-manawa-consulting-gmbh-4300493292?position=6&pageNum=0&refId=zkXEXkXzRC5X1LKQaiRfoA%3D%3D&trackingId=ETF1zD5xEdUhGfiL9FFV8g%3D%3D,Not specified,2025-09-15 18:59:10.215036,2025-09-15,,de.linkedin.com/jobs/view/bi-reporting-specialist-m-w-d-at-manawa-consulting-gmbh-4300493292
Web Tracking Analyst (w/m/d),dentsu,Frankfurt/Rhein-Main,LinkedIn,https://de.linkedin.com/jobs/view/web-tracking-analyst-w-m-d-at-dentsu-4298587314?position=9&pageNum=0&refId=zkXEXkXzRC5X1LKQaiRfoA%3D%3D&trackingId=u9IekbQ90MgYJr%2FxrlkDdw%3D%3D,Not specified,2025-09-15 18:59:10.215497,2025-09-15,,de.linkedin.com/jobs/view/web-tracking-analyst-w-m-d-at-dentsu-4298587314
(Senior) Consultant Digital Media Strategy (all gender),Havas Media Germany,Frankfurt am Main,LinkedIn,https://de.linkedin.com/jobs/view/senior-consultant-digital-media-strategy-all-gender-at-havas-media-germany-4277360304?position=12&pageNum=0&refId=zkXEXkXzRC5X1LKQaiRfoA%3D%3D&trackingId=fFqWO9uvh3I%2Bq23hIPzEnw%3D%3D,Not specified,2025-09-15 18:59:10.215953,2025-09-15,,de.linkedin.com/jobs/view/senior-consultant-digital-media-strategy-all-gender-at-havas-media-germany-4277360304
Administrative Assistant - German Speaker,ZS,Frankfurt,LinkedIn,https://de.linkedin.com/jobs/view/administrative-assistant-german-speaker-at-zs-4297446328?position=13&pageNum=0&refId=zkXEXkXzRC5X1LKQaiRfoA%3D%3D&trackingId=FJaSAyf5f3p0mMcGTSijLA%3D%3D,Not specified,2025-09-15 18:59:10.216105,2025-09-15,,de.linkedin.com/jobs/view/administrative-assistant-german-speaker-at-zs-4297446328
Junior KI Entwickler:in / Machine Learning Engineer (m/w/d),DocCheck,Köln,LinkedIn,https://de.linkedin.com/jobs/view/junior-ki-entwickler-in-machine-learning-engineer-m-w-d-at-doccheck-4300498551?position=2&pageNum=0&refId=DXFe016%2BehexiYQH%2B691hA%3D%3D&trackingId=18DKBZ9vFv%2FMkksdcbFAug%3D%3D,Not specified,2025-09-15 18:59:13.016054,2025-09-15,,de.linkedin.com/jobs/view/junior-ki-entwickler-in-machine-learning-engineer-m-w-d-at-doccheck-4300498551
(Senior) Consultant Data Science - AI and Data (w/m/d),EY,Düsseldorf,LinkedIn,https://de.linkedin.com/jobs/view/senior-consultant-data-science-ai-and-data-w-m-d-at-ey-4237454089?position=4&pageNum=0&refId=DXFe016%2BehexiYQH%2B691hA%3D%3D&trackingId=fCz0A8ChS%2F3D1G0IJwY6TA%3D%3D,Not specified,2025-09-15 18:59:13.016283,2025-09-15,,de.linkedin.com/jobs/view/senior-consultant-data-science-ai-and-data-w-m-d-at-ey-4237454089
