title,company,location,source,url,salary,description,scraped_at,job_id
(Senior) Consultant (all genders) Accelerating to Space,Porsche,Germany,Porsche,jobs.porsche.com/index.php,Not specified,,2025-08-09 21:41:19.035819,jobs.porsche.com/index.php
