title,company,location,source,url,salary,scraped_at
Data Scientist - f/m/x,PartsCloud • AI-powered spare parts planning,"Pliezhausen, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-f-m-x-at-partscloud-%E2%80%A2-ai-powered-spare-parts-planning-4226871868?position=3&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=H%2BXC3am8EXeOeJlA3cD4dA%3D%3D,Not specified,2025-08-07 22:06:34.413120
Data Scientist,Leidos,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-scientist-at-leidos-4273367777?position=4&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=sBxWNLWp6gwLaLBCLqW8%2Fw%3D%3D,Not specified,2025-08-07 22:06:34.413168
AI Consultant (m/f/d),KI Group,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/ai-consultant-m-f-d-at-ki-group-4127556893?position=5&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=2Mpl8MDH7QqkqpHMRZ%2Fofg%3D%3D,Not specified,2025-08-07 22:06:34.413217
Data Analyst & Developer (all genders),Almato AG,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-developer-all-genders-at-almato-ag-4278247165?position=6&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=arh7gzr5iSpROoUkw8fKkQ%3D%3D,Not specified,2025-08-07 22:06:34.413265
Junior Data & Analytics Consultant (all genders),BIG.Cube,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-data-analytics-consultant-all-genders-at-big-cube-4266190228?position=7&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=uPQc062IRY4aq%2F8WFbehQg%3D%3D,Not specified,2025-08-07 22:06:34.413312
Data Analytics Engineer (m/w/d) – Automobilindustrie,prognum Automotive GmbH,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analytics-engineer-m-w-d-%E2%80%93-automobilindustrie-at-prognum-automotive-gmbh-4277283302?position=9&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=x%2BMc3sqiHrPz%2BhYoGdKy6Q%3D%3D,Not specified,2025-08-07 22:06:34.413409
Data Collector,TSMG Holding,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-collector-at-tsmg-holding-3850494806?position=10&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=wf13NUG8LlS9hqe3K04E1w%3D%3D,Not specified,2025-08-07 22:06:34.413455
Data Analyst & Developer (all genders),Almato Iberia,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-developer-all-genders-at-almato-iberia-4280441832?position=11&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=xmgnO4OlEFGWr5N64AVf5g%3D%3D,Not specified,2025-08-07 22:06:34.413502
Data Analyst (m/f/d),BayWa r.e. Solar Trade Global,"Tübingen, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-m-f-d-at-baywa-r-e-solar-trade-global-4231994670?position=12&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=vExt9AweFd%2BW%2BmiDXvk9Ww%3D%3D,Not specified,2025-08-07 22:06:34.413548
AI Consultant (m/f/d),KI professionals GmbH,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/ai-consultant-m-f-d-at-ki-professionals-gmbh-4271068745?position=13&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=4%2BYE8InJ691ZVPi0F7NfPw%3D%3D,Not specified,2025-08-07 22:06:34.413594
Location Data Specialist,TSMG Holding,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/location-data-specialist-at-tsmg-holding-3831521095?position=15&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=uDt6J2v6lZpijxo3wQVOKA%3D%3D,Not specified,2025-08-07 22:06:34.413685
Cybersecurity Analyst - Operations Watch Analyst,Adapt Forward,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/cybersecurity-analyst-operations-watch-analyst-at-adapt-forward-4215000944?position=16&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=zPHVDy89sRM2H2CCTdGpzw%3D%3D,Not specified,2025-08-07 22:06:34.413728
Data Engineer (m/w/d),CBTW,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-engineer-m-w-d-at-cbtw-4268377850?position=17&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=Jjl%2Bkxdl6%2B57xBs9%2FbgvDA%3D%3D,Not specified,2025-08-07 22:06:34.413771
Field Data Collection Specialist\Surveyor,TSMG Holding,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/field-data-collection-specialist-surveyor-at-tsmg-holding-4045049197?position=18&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=pjmZrUbvMvRts1T%2BmYb5MA%3D%3D,Not specified,2025-08-07 22:06:34.413814
Cyber Hunt Threat Analyst,Adapt Forward,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/cyber-hunt-threat-analyst-at-adapt-forward-4233690719?position=21&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=JvIS%2FK5b1i%2BpwzaUhmQ22g%3D%3D,Not specified,2025-08-07 22:06:34.413945
Data Analyst (m/w/d),S-Payment,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-s-payment-4278557389?position=22&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=ff8HPhY%2F59mxVMqVoRYE8Q%3D%3D,Not specified,2025-08-07 22:06:34.413988
Data Science Team Lead (m/f/d),AP Sensing,Stuttgart Region,LinkedIn,https://de.linkedin.com/jobs/view/data-science-team-lead-m-f-d-at-ap-sensing-4248830600?position=23&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=10WvAdm%2FCab42Vp3dXwGzQ%3D%3D,Not specified,2025-08-07 22:06:34.414031
(Junior) Data Scientist (all genders),DYMATRIX,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-data-scientist-all-genders-at-dymatrix-4270899628?position=24&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=gy5fT3IMFvm5tDhKJEFZMQ%3D%3D,Not specified,2025-08-07 22:06:34.414074
(Junior) Data Engineer | Holzgerlingen | Integrated Worlds GmbH,dailyTalents,"Holzgerlingen, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-data-engineer-holzgerlingen-integrated-worlds-gmbh-at-dailytalents-4273855461?position=27&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=XUb1tNSnwCZFlTPNKu20RA%3D%3D,Not specified,2025-08-07 22:06:34.414204
Data Engineer / Scientist (m/w/d),taod Consulting GmbH,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-engineer-scientist-m-w-d-at-taod-consulting-gmbh-4278239195?position=28&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=u2CQjz6JSPZIv5YWUw1KbA%3D%3D,Not specified,2025-08-07 22:06:34.414247
Data Engineer,Leidos,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-engineer-at-leidos-4270313511?position=29&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=TUlSaB2kyeOsjE5dJtjEQA%3D%3D,Not specified,2025-08-07 22:06:34.414291
Associate Investment Analytics (m/f/d) at Allianz Investment Management SE,Allianz,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/associate-investment-analytics-m-f-d-at-allianz-investment-management-se-at-allianz-4269504515?position=30&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=mpxAdK%2Fm1%2BMdt%2FGShF%2BAfA%3D%3D,Not specified,2025-08-07 22:06:34.414334
Geographic Information System (GIS) Mapper,TSMG Holding,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/geographic-information-system-gis-mapper-at-tsmg-holding-3840171821?position=32&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=bLpIlwoplxt3vQv%2BuCo4sw%3D%3D,Not specified,2025-08-07 22:06:34.414428
Data Analytics Consultant (m/w/d),TieTalent,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analytics-consultant-m-w-d-at-tietalent-4279528430?position=33&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=UzfxCR9OGVDOttAYu3U2LQ%3D%3D,Not specified,2025-08-07 22:06:34.414471
Data Analyst Automotive (m/w/d),BRIGHT Consulting GmbH,"Sindelfingen, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-automotive-m-w-d-at-bright-consulting-gmbh-4217858043?position=35&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=IS%2BbhvktHAW58foENheD5A%3D%3D,Not specified,2025-08-07 22:06:34.414557
"Data Analyst, Senior",BOOZ ALLEN HAMILTON INTERNATIONAL (U.K.) LTD,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-analyst-senior-at-booz-allen-hamilton-international-u-k-ltd-4278371923?position=38&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=OFV%2BHdUgsYrumUtQdauIqw%3D%3D,Not specified,2025-08-07 22:06:34.414685
VP of Customer Success (f/m/x),SPARETECH,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/vp-of-customer-success-f-m-x-at-sparetech-4230122555?position=39&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=3vy2nVn90IdCItzglRQPtw%3D%3D,Not specified,2025-08-07 22:06:34.414728
Behavioral Scientist,Leidos,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/behavioral-scientist-at-leidos-4278857989?position=41&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=dAUafftBps5MODPMQL7UNQ%3D%3D,Not specified,2025-08-07 22:06:34.414814
Product Strategy Manager,ECARX,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-strategy-manager-at-ecarx-4248028831?position=42&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=ElRZvoKWxmh4rHmxiGrd3A%3D%3D,Not specified,2025-08-07 22:06:34.414857
Data Specialist,Noir,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-specialist-at-noir-4278933741?position=43&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=1NarC9jSLSLEN2LGjRz6ow%3D%3D,Not specified,2025-08-07 22:06:34.414900
Tester for a car voice assistant project - English (IE) speaker,TSMG Holding,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/tester-for-a-car-voice-assistant-project-english-ie-speaker-at-tsmg-holding-3901378782?position=47&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=2pm5vmkvjArUzYdOVlWuIA%3D%3D,Not specified,2025-08-07 22:06:34.415072
Product Strategy Manager(A50853),ECARX,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/product-strategy-manager-a50853-at-ecarx-4280800818?position=48&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=KK92mL%2B3DZmYD%2BmRPaOGNA%3D%3D,Not specified,2025-08-07 22:06:34.415115
Clinical Data Manager/-in / Medizinische/-r Dokumentar/-in (w/m/d),Universitätsklinikum Tübingen,"Tübingen, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/clinical-data-manager-in-medizinische-r-dokumentar-in-w-m-d-at-universit%C3%A4tsklinikum-t%C3%BCbingen-4270175074?position=49&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=EoqIhfkRuHg0Lcq%2BqZaTBQ%3D%3D,Not specified,2025-08-07 22:06:34.415158
Operations Support Analyst,Dexis,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/operations-support-analyst-at-dexis-4185058270?position=51&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=IAUyyCIrEQ%2B6c8fuIt35vg%3D%3D,Not specified,2025-08-07 22:06:34.415245
AI Consultant (m/w/d),taod Consulting GmbH,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/ai-consultant-m-w-d-at-taod-consulting-gmbh-4278236651?position=52&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=Umx8R2e2vAmahTDQ9QrDCg%3D%3D,Not specified,2025-08-07 22:06:34.415288
"AI Tooling, Automation & Data Engineer (m/f/d)",Sereact,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/ai-tooling-automation-data-engineer-m-f-d-at-sereact-4250264802?position=53&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=oKcnKeE3rx1I0rMYLGoAvg%3D%3D,Not specified,2025-08-07 22:06:34.415331
Junior Project Manager (all genders),DYMATRIX,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/junior-project-manager-all-genders-at-dymatrix-4233710845?position=54&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=9GNwt1yOZgHoURyt%2FyEAwA%3D%3D,Not specified,2025-08-07 22:06:34.415375
Consultant Customer Analytics (all genders),DYMATRIX,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/consultant-customer-analytics-all-genders-at-dymatrix-4258136121?position=55&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=CbGQca8WmrHdEMTkw9%2FQKA%3D%3D,Not specified,2025-08-07 22:06:34.415417
Consultant (w/m/d) BI & Analytics (all levels),Horváth,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/consultant-w-m-d-bi-analytics-all-levels-at-horv%C3%A1th-3580585619?position=57&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=CyfaAb44bA7yJmIxcnpbNw%3D%3D,Not specified,2025-08-07 22:06:34.415503
KI Data Engineer (w/m/d),syngenio AG,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/ki-data-engineer-w-m-d-at-syngenio-ag-4281658777?position=58&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=1BOk%2B6n6sZb3IhFqVIrnFw%3D%3D,Not specified,2025-08-07 22:06:34.415550
Data Engineer (m/w/d),Putzmeister Deutschland,"Aichtal, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-engineer-m-w-d-at-putzmeister-deutschland-4122039521?position=60&pageNum=0&refId=kRCwtAab12y0ZEF1bU3Ibw%3D%3D&trackingId=s51Wk2abEHHnUpFl%2FQnaQw%3D%3D,Not specified,2025-08-07 22:06:34.415636
